Current Player,Age,Current Score,Potential Score,Similar Historical GK,Similar GK Young Age,Player Shot Stop,Similar GK Shot Stop,Player Handling,Similar GK Handling,Player Distribution,Similar GK Distribution,Player Sweeping,Similar GK Sweeping,Player Reliability,Similar GK Reliability,Player Consistency,Similar GK Consistency,Similarity Score,Confidence Score
Warner Hahn,33.0,49.6449617285119,,,,51.161623300528255,,48.877023881570395,,49.36554700361996,,51.251088850380675,,49.01401052905901,,43.76653841292972,,,37.12996152387892
Ignacio de Arruabarrena,29.0,49.6351856864499,,,,50.0,,50.0,,50.0,,50.0,,50.0,,42.70371372899801,,,42.144447452032736
Marko Johansson,27.0,49.63058232700665,,,,58.94227537767943,,42.38089638018491,,48.757871906847136,,42.14093353770553,,48.78592074422369,,43.73524298046955,,,21.120572894140864
Simon Sluga,32.0,49.625,,,,50.0,,,,50.0,,,,50.0,,42.5,,,15.416666666666668
Markus Ponath,25.0,49.62085499558416,95.02512,Andrija Katic,24.0,46.98996313389221,45.246200331557006,49.2113173808291,51.7338110413664,62.053016218197016,57.3644801484022,50.44065802529692,49.487108187905434,45.575309503594966,42.67767530386597,44.290448865448894,43.16268065050644,0.9990544734514532,53.88644311320735
Liam Bossin,29.0,49.59561396661243,,,,50.01739645377158,,50.03954004675204,,48.80523817918428,,50.42653334344375,,50.0,,44.38095919817077,,,45.31428775945123
Guillermo Ochoa,40.0,49.523946551665226,,,,49.733422320697755,,49.56197530324129,,50.1135508509085,,50.537852874200475,,49.67161720580599,,43.72766877180241,,,39.78496729820739
Nahuel Noll,22.0,49.52304802251096,99.66876,Patrick Drewes,33.0,51.5920152408203,56.194363581176795,45.409912337772646,49.24218205633876,48.20837169922371,54.797733736052706,52.974849939132284,53.51661865971393,51.20643435218586,55.07915620368409,43.86866726952779,44.399117691134336,0.9991412014104458,68.46457811923167
Mohamed Koné,24.0,49.5131979020637,88.19164,Jean Butez,30.0,43.77188319477759,50.77469879346565,56.0681154757057,55.81718097111096,48.716995451353704,50.82773405728266,56.93750623009098,58.35957802315499,50.051032168834965,51.093261271682856,43.13006948020255,43.592453318279176,0.9988604329647464,70.88826116909338
Jorn Brondeel,32.0,49.50131318699562,,,,46.86918317308579,,54.38608379233551,,44.734299022812166,,46.792586402608734,,55.082117980244135,,43.150287737425096,,,52.94508632122753
Jindrich Stanek,29.0,49.48941114588525,,,,50.66495733279951,,51.41028736218134,,48.110653804856184,,50.20465064900635,,47.41926112683198,,45.73902225227333,,,53.721706675682
Vincent Müller,25.0,49.46062853677048,39.64184,Taishi Brandon Nozawa,23.0,49.61142977519372,48.16414606588572,49.48096245391729,48.96902843973658,52.08615588064561,48.98613572643285,50.5678939895554,48.471602523229684,48.12047933179122,48.16491925958806,43.74396932036558,44.35952270254134,0.9996753858356601,75.10957824852463
Kevin Trapp,35.0,49.455828132781036,,,,54.70124470709063,,43.26672310258685,,41.175786582725635,,50.49470778261848,,55.35297995996818,,41.91350684944295,,,29.90738538816622
Shuichi Gonda,37.0,49.44738668893952,,,,44.49991487236231,,55.73975805884305,,,,62.99038105676658,,45.66987298107781,,40.32895827139981,,,14.765354148086612
Daniel Bielica,26.0,49.42611621725871,37.55099,Nacho Miras,28.0,50.39267628177657,48.7938091651079,49.775661589425795,47.71209134733794,55.783616524473445,49.31243331379464,51.13641687341245,47.810417360875455,43.38376945394587,43.66765289912867,43.904859160782856,43.72231283715715,0.9990435845035948,83.12668246051159
Emile Doucouré,18.0,49.41342840458461,0.112994656,Hans Christian Bernat,25.0,57.57045896248534,52.040407699833295,36.082615518893896,45.34001704045558,46.16182540266882,46.115011965232675,51.17360177442839,47.65636037167391,51.92066812108533,51.025171333703526,,45.56919851478268,0.9953277392923184,46.163415697017925
Maduka Okoye,26.0,49.36172240800196,88.892624,Taishi Brandon Nozawa,23.0,51.57580906813615,48.16414606588572,47.33627567102256,48.96902843973658,51.39337028986046,48.98613572643285,47.55508913192603,48.471602523229684,48.81325142644589,48.16491925958806,43.89119622791523,44.35952270254134,0.9993081822504181,83.14475529616487
Simon Spari,23.0,49.329061129482966,0.10181968,Nacho Miras,28.0,50.31957160783764,48.7938091651079,49.68818345179828,47.71209134733794,50.290361257379416,49.31243331379464,50.52704627669473,47.810417360875455,47.2981865404111,43.66765289912867,44.793136648268394,43.72231283715715,0.9997980758879798,55.42904737570066
Jesper Heim,26.0,49.32852607365788,89.00809,Patrick Drewes,33.0,52.67468517807888,56.194363581176795,46.90440498044102,49.24218205633876,50.09282933109076,54.797733736052706,48.10695944494364,53.51661865971393,48.17199076095813,55.07915620368409,43.72442055592812,44.399117691134336,0.999312008190567,83.09269456536272
Benjamin Siegrist,34.0,49.31798936779631,,,,50.66879647984586,,41.38430890225183,,56.75618458294193,,37.58373160910385,,55.46262701544595,,49.52324783902638,,,17.52364101837458
Ivan Rehak,24.0,49.26697112867437,0.15382437,Georgiy Yermakov,23.0,48.46546952379847,48.90315283987026,47.97411215201507,48.29634971938516,48.0998858181014,50.747194502228155,47.789735172973735,48.64026799712225,54.79375504937491,54.65402244572019,43.59600882488505,43.37452432527026,0.9998067932102628,72.39753564485372
Oscar Linnér,29.0,49.25,,,,50.0,,49.99999999999999,,50.0,,50.0,,,,35.0,,,13.166666666666668
Justin Treichel,23.0,49.235865963202485,65.80824,Nacho Miras,28.0,48.84356829818349,48.7938091651079,55.048952790201554,47.71209134733794,50.81256096605745,49.31243331379464,47.58550233128987,47.810417360875455,44.985640824850606,43.66765289912867,43.90884745398811,43.72231283715715,0.9985800340422833,83.12299814058349
Yanick van Osch,28.0,49.227058056329454,,,,48.94940992990784,,48.9139847179109,,48.09192072385477,,52.044277197737365,,50.297042044412095,,45.63627793081103,,,53.69088337924331
Robin Risser,21.0,49.18661763617931,66.5202,Nacho Miras,28.0,50.545849663050774,48.7938091651079,51.92206229719974,47.71209134733794,51.081304640447286,49.31243331379464,50.728816073272306,47.810417360875455,43.27471623850143,43.66765289912867,44.96859453459017,43.72231283715715,0.9996097264255147,72.78622336447589
Klemen Mihelak,24.0,49.15468054573317,83.17441,Andrea Hoxha,26.0,60.827841307362775,54.632190511818685,42.36211664490559,46.781928732438104,46.58556069208174,51.94897888011032,38.03484761557815,42.69658991973789,46.44833998134262,54.98302139277174,47.05835925809241,45.09052388771825,0.9944461425115001,49.221168015159215
Albert Posiadala,23.0,49.14978078506648,2.6793272,Matous Trmal,27.0,49.0124583567773,47.260051870133246,53.06345054779916,49.682929433036996,41.81035710931764,42.75705793864761,50.901387818866,50.899266064812615,51.49173547429654,55.028738995062554,43.466274506598126,43.85371094262805,0.9990044682054567,63.005207616680124
Jan de Boer,25.0,49.11902965738541,1.2408746,Patrick Drewes,33.0,51.90455540185315,56.194363581176795,45.03166090508707,49.24218205633876,51.66756866597983,54.797733736052706,48.16744269320791,53.51661865971393,48.776047777981006,55.07915620368409,44.384834619961495,44.399117691134336,0.999334654980534,83.28309996815088
Michael Verrips,29.0,49.11821906938019,,,,51.906027328705825,,45.396860395561205,,49.752981999266424,,42.6520627730028,,52.42013149648189,,45.097178303391594,,,53.52915349101748
Ortwin De Wolf,28.0,49.09682954858755,,,,50.40025487831133,,49.85097421390001,,49.59373130222811,,48.12194118449054,,47.66543080792153,,44.44436533893144,,,53.33330960167943
Denis Pintol,26.0,49.090120904244785,65.210526,Justin Heekeren,25.0,37.91587721723118,49.05727410790486,56.49251575758247,57.9558222326541,54.11636261895992,53.42344422939864,48.860954928550626,52.72992412709227,56.401023909158695,59.65002782817045,42.66199840056286,43.13010612687076,0.9969323405112746,47.98103498083016
Ziga Frelih,28.0,49.07494921838583,,,,46.456177038579064,,49.154940073914,,45.732251316026016,,50.400805097537024,,56.02619244194042,,44.039027929672564,,,53.21170837890177
Matheus,33.0,49.067917564007104,,,,50.823984141526054,,48.052876691317344,,54.90853143408305,,55.21418652710311,,41.50792830361916,,43.01725909478428,,,40.905177728435284
Radoslaw Majecki,26.0,49.0671641400886,93.34581,Hervé Koffi,29.0,52.53810062726668,52.696353931360704,50.35250449791379,54.15274124872919,41.6974866767177,47.40748326499958,45.49679925458251,49.3595509736496,50.91071849446937,52.37970963047071,44.975728529321295,43.2914747081194,0.998678858343982,83.4480798096805
Michel Witte,26.0,49.020056113909874,0.54524827,Andrija Katic,24.0,46.03671566704465,45.246200331557006,49.973024714559614,51.7338110413664,60.50307537872962,57.3644801484022,56.48074638302628,49.487108187905434,41.26579804761413,42.67767530386597,44.754818324993224,43.16268065050644,0.9983252963682736,55.34398445383195
Tein Troost,24.0,48.98548227426631,0.18614766,Patrick Drewes,33.0,53.74319074344583,56.194363581176795,42.65657583842644,49.24218205633876,49.564936021281476,54.797733736052706,53.73343369770816,53.51661865971393,46.37602331885751,55.07915620368409,44.958428936254585,44.399117691134336,0.9976576486605886,59.41014155150843
Krisztián Hegyi,23.0,48.87435155104797,21.585817,Andrea Hoxha,26.0,51.86615908733566,54.632190511818685,44.26024194115695,46.781928732438104,50.0,51.94897888011032,43.50480947161671,42.69658991973789,52.1650635094611,54.98302139277174,43.57923575123991,45.09052388771825,0.9997251125336103,48.3772089631869
Yvon Mvogo,31.0,48.87047496697466,,,,47.610033350174945,,49.72298249113128,,52.33295480692084,,45.518377487055474,,49.88442339582538,,45.284056295743554,,,53.58521688872307
Tom de Graaff,21.0,48.82004163227577,99.29367,Taishi Brandon Nozawa,23.0,48.570163672401506,48.16414606588572,50.489498843612374,48.96902843973658,50.83541183922868,48.98613572643285,42.314589314954986,48.471602523229684,50.29841341476383,48.16491925958806,44.692787430005566,44.35952270254134,0.998243721569255,74.01838317564967
Ben Voll,25.0,48.798534282536345,0.16787954,Andrea Hoxha,26.0,48.39028130771815,54.632190511818685,42.01661706742797,46.781928732438104,53.15367795220729,51.94897888011032,39.24907249969262,42.69658991973789,58.59372269313882,54.98302139277174,45.22845990614365,45.09052388771825,0.9973189445956588,47.44989243410677
Julien Devriendt,27.0,48.77136450035522,,,,44.71644621222124,,53.384046119137615,,51.207290762668656,,51.68809112223792,,48.47149108692354,,42.70840937705058,,,47.479189479781844
Davor Matijas,26.0,48.76278616244234,0.71854967,Gasper Tratnik,26.0,50.56212035037484,50.43560985582375,46.10317134084708,49.29855708187071,47.43358643969733,47.24263753649173,50.15187267619325,50.039028123341225,50.270465798978535,49.434155990641024,43.7839479158168,45.125199792941864,0.9996015981017632,75.12181512713786
Mio Backhaus,21.0,48.75491982425305,96.09512,Patrik Gunnarsson,25.0,50.798932272560705,47.79913382597286,53.106030815741136,55.77736796942522,50.501481824987295,52.33638033197686,54.30232073488969,61.028847129485996,39.62473166514211,45.70604557326881,39.272665981422506,43.17785902927119,0.9978977367351767,67.03276494831418
Vitezslav Jaros,24.0,48.74914335528626,80.703064,Andrija Katic,24.0,50.07187935522001,45.246200331557006,51.15952423263549,51.7338110413664,56.21952931458219,57.3644801484022,44.673140816231744,49.487108187905434,41.35920398597536,42.67767530386597,46.471808523751534,43.16268065050644,0.99785182042956,69.18467474952195
Connor van den Berg,24.0,48.73643902478641,1.2966743,Taishi Brandon Nozawa,23.0,46.69326539961707,48.16414606588572,54.11499548332142,48.96902843973658,52.29508930190516,48.98613572643285,44.6770913667712,48.471602523229684,46.85989554036417,48.16491925958806,44.43017336402555,44.35952270254134,0.9980358569903122,60.5976884129755
Nediljko Labrovic,26.0,48.72770110294808,98.37346,Jean Butez,30.0,46.73404601456253,50.77469879346565,59.47113517515368,55.81718097111096,45.26526597258421,50.82773405728266,52.22421116478106,58.35957802315499,42.729374156444806,51.093261271682856,45.10348839787775,43.592453318279176,0.9962205951516474,60.747421512871085
Dennis Seimen,20.0,48.68002487718032,98.307526,Nacho Miras,28.0,47.67579178675578,48.7938091651079,51.14545011209168,47.71209134733794,53.77796689530042,49.31243331379464,48.23064480744419,47.810417360875455,44.926476411177994,43.66765289912867,45.46285042920332,43.72231283715715,0.9992859631079862,67.60779522360914
Tomas Koubek,33.0,48.662628536821934,,,,48.79302384070405,,48.945064063862844,,53.145891754152,,48.488991580206644,,45.75455390754468,,45.280297383714995,,,36.25075588178117
Michael Zetterer,30.0,48.57398666732207,,,,49.53510403868773,,50.07890009684416,,52.26962110860866,,47.764729400367585,,44.083574526283705,,45.28088849524225,,,53.58426654857267
Bingourou Kamara,29.0,48.55991871589619,,,,41.99939837649485,,44.772476271002844,,59.637712041316945,,70.40951970757058,,45.87117501935634,,36.89520335842599,,,15.068561007527796
Tobias Lawal,25.0,48.50714126984363,92.19058,Hidde Jurjus,32.0,52.24076766934848,48.53062899835782,46.031271858146496,47.090276920827684,50.67392330059263,53.46750437751949,56.13626980138709,57.90990420427275,41.24760023469008,46.07347319147256,43.2884215048833,43.20882783813978,0.9985398034258406,60.252915581113015
Mathew Ryan,33.0,48.5031389991878,,,,49.55814204493281,,48.35542655484955,,48.99407277140961,,47.37570493604844,,48.962355044273785,,41.709173131340044,,,29.84608527273535
Luca Böggemann,22.0,48.437747174772795,0.18420412,Andrija Katic,24.0,46.30914296383156,45.246200331557006,47.35469131841752,51.7338110413664,65.86565772752515,57.3644801484022,42.53692550026511,49.487108187905434,43.02426509149673,42.67767530386597,46.71343588970372,43.16268065050644,0.9947571856352745,47.7869020878163
Muhamed Sahinovic,22.0,48.38588766604798,0.15446505,Hervé Koffi,29.0,48.114196323910356,52.696353931360704,53.7989261248831,54.15274124872919,43.051721029454036,47.40748326499958,46.73166117057764,49.3595509736496,48.869694012735295,52.37970963047071,45.7396093975065,43.2914747081194,0.9987247720676417,57.01068030009802
Mattijs Branderhorst,32.0,48.29133751262507,,,,63.73761635831199,,33.05874225113486,,49.67064672683997,,52.85167039327325,,36.61270053275589,,,,,16.333333333333332
Paul Bernardoni,28.0,48.27935466957533,,,,47.18721202713805,,46.96814870243477,,43.57692338219131,,48.769945321487526,,55.12240128353228,,45.83096049526123,,,44.415954815245044
Dominik Takac,27.0,48.2667319333447,,,,48.46600982075733,,51.50026310434534,,44.91382267190544,,46.99619663517913,,49.10980110587951,,43.36446161537589,,,53.00933848461277
Andreas Luthe,39.0,48.19617362632546,,,,39.78868864408284,,31.06624752051666,,40.291306835888946,,49.279609775296535,,82.87330263042143,,,,,16.333333333333332
Franco Israel,25.0,48.1892171183225,98.958084,Georgiy Yermakov,23.0,46.201298665793054,48.90315283987026,45.17719389725665,48.29634971938516,47.17591999287965,50.747194502228155,47.998395592130606,48.64026799712225,56.16257542375722,54.65402244572019,43.692921924736055,43.37452432527026,0.9992145493929551,55.07864837646904
Joshua Smits,33.0,48.166285402414424,,,,50.36743038445271,,49.88641025946857,,47.12999170029563,,49.824817327552374,,43.98161673288877,,44.609408016151036,,,53.382822404845314
Jonas Krumrey,22.0,48.16301557662376,84.85137,Luca Petzold,24.0,47.27261346682568,43.887705690305424,47.372404424842216,46.27231382359704,55.8835158169408,54.86206870171563,46.05755181076932,49.981837850534795,46.079625982112624,47.909437757899326,46.05085803134086,43.73707448075528,0.9986592568228058,66.43043901954269
Martin Fraisl,32.0,48.13702180448243,,,,46.50191981421078,,39.27703875259981,,52.93885031009969,,47.29412979596971,,56.86701302205197,,45.747899583538356,,,21.724369875061505
Guillaume Dietsch,24.0,48.020461660394645,69.232765,Maximilian Weisbäcker,24.0,45.208073046337674,46.842607074229676,67.72389788308804,67.39076021898605,23.340836571651266,50.77472752504936,39.16540313585074,46.82245372648347,54.97797185271486,47.71193366016076,,42.344985075272,0.972245621168819,45.46141771533847
Menno Bergsen,26.0,47.95322875796426,69.88537,Rihards Matrevics,26.0,48.2498270216155,46.52031088956172,47.37544408239346,45.57918437950524,44.36214380826292,44.09221039704963,47.89518043094727,47.00811887839371,51.70337626634332,48.80110760297313,44.37353934796182,43.29145478898042,0.9998610774654295,80.63412666754252
Samuel Sahin-Radlinger,33.0,47.908061665015985,,,,47.77227200427415,,49.42504441745024,,52.29406459170315,,47.46630732731533,,44.566121913941295,,43.74812751936862,,,53.12443825581059
Zsombor Senkó,23.0,47.853878006347436,0.16633311,Andrea Hoxha,26.0,47.92811332526685,54.632190511818685,44.353349995109284,46.781928732438104,50.03322538580074,51.94897888011032,37.43438275124913,42.69658991973789,55.395129139356634,54.98302139277174,45.54652197758348,45.09052388771825,0.9983709255785004,51.56337736226963
Matej Kovar,25.0,47.83749692586316,52.94468,Andrija Katic,24.0,47.490206664336526,45.246200331557006,49.58999664006583,51.7338110413664,57.9550624279287,57.3644801484022,50.41897372891661,49.487108187905434,38.73190945851782,42.67767530386597,43.817939395290104,43.16268065050644,0.9990553162353387,73.72456802526125
Janis Blaswich,34.0,47.79978837331997,,,,54.0909693367313,,42.2959578343186,,46.64280815648533,,52.84901441149095,,43.28455806672081,,43.50143454941601,,,25.050430364824805
Daniel Schmidt,34.0,47.76651084379421,,,,47.134156216090524,,47.91554848961565,,54.66303106046327,,48.6634533828137,,43.967996550091755,,43.67509947349415,,,29.102529842048245
Daniel Klein,24.0,47.76457673026464,0.19412348,Fabian de Keijzer,25.0,52.02813805835352,50.10603685143083,53.8183119222744,47.51608865431524,33.09297937411424,40.740750040068384,32.54091144109493,45.85694801697373,54.23045350105987,62.03973063982812,46.566883557302155,46.390634748710504,0.9894113750409816,46.23926155624636
Lucas Hägg Johansson,31.0,47.603322429650305,,,,47.68662018705186,,46.51215057768862,,46.845796502255546,,48.12336672442898,,50.153660696770025,,42.49935941723576,,,23.416474491837395
Robin Himmelmann,37.0,47.51178774420779,,,,66.52646737304805,,32.679491924311236,,34.999999699999975,,,,41.33974596215562,,,,,16.333333333333332
Sonny Stevens,33.0,47.50836976267823,,,,49.9833955667611,,38.88735480348993,,54.1473622090136,,46.89807992699618,,48.09985489773673,,46.07993656705821,,,23.157314303450796
Ales Mandous,33.0,47.50289020776024,,,,48.51503784668584,,44.80522975598065,,52.54016874637016,,48.77556883639356,,44.76868146034543,,45.500288297887785,,,44.31675315603301
Jonathan Fischer,24.0,47.441448884984254,97.43656,Gasper Tratnik,26.0,49.04138598205726,50.43560985582375,44.89610195196333,49.29855708187071,46.38395717412369,47.24263753649173,49.36652878194385,50.039028123341225,48.0186221313416,49.434155990641024,45.03683638786303,45.125199792941864,0.9995817772368418,71.49598753853944
Vojtech Vorel,29.0,47.43022075755602,,,,50.17594488101045,,42.07163342494806,,40.15263250274205,,55.41773402058021,,50.768477853579704,,44.89493520156021,,,25.468480560468063
Thijmen Nijhuis,27.0,47.37842082916525,,,,50.56404286643352,,41.04489420206997,,44.79584706248238,,48.950690568642436,,51.239047049106624,,42.75947205526561,,,38.16117494991302
Kjetil Haug,27.0,47.301275095703645,,,,51.102084772559465,,42.347112828159595,,42.49938225329717,,42.773989015790946,,52.66031943405444,,46.33713943838651,,,20.567808498182618
Rémy Riou,38.0,47.14151537155675,,,,59.44402638804286,,28.208652921520322,,,,36.66576870839826,,,,,,,16.333333333333332
Maximilian Brüll,23.0,47.04538362357628,66.10114,Andrea Hoxha,26.0,50.90716112984803,54.632190511818685,42.12782285161965,46.781928732438104,50.50481752182894,51.94897888011032,43.42734804087758,42.69658991973789,46.04896269430982,54.98302139277174,44.3884148614775,45.09052388771825,0.9979697862471516,61.919330310457866
Justin Bijlow,28.0,47.02549924153563,,,,47.58203797156921,,56.31240991213513,,37.57112539868025,,45.70109962400777,,44.82710970224352,,46.34410309972637,,,20.569897596584575
Tino Casali,30.0,46.748569056374976,,,,40.3377916778022,,34.25290470725527,,45.31280707375997,,35.54238163149813,,74.72745693684726,,,,,16.333333333333332
Ofir Marciano,36.0,46.726832420058436,,,,43.70793176117692,,54.67356360976317,,52.74794017228425,,47.310873854368154,,39.46476105850067,,42.87019093546277,,,23.5277239473055
Jan-Christoph Bartels,27.0,46.691638403599185,,,,50.94431863535408,,39.60306280821196,,52.97015101863558,,47.16876660363164,,43.10734964136708,,44.07722019837305,,,18.556499392845247
Maarten Vandevoordt,24.0,46.685818677987214,97.049034,Patrik Gunnarsson,25.0,44.34886876986233,47.79913382597286,48.835886761214894,55.77736796942522,47.67093897995948,52.33638033197686,62.86618828921425,61.028847129485996,41.133581972912324,45.70604557326881,39.0000924857544,43.17785902927119,0.9981594966407529,50.935246962772666
Arthur Lyska,25.0,46.596523702028094,1.8264738,Patrik Gunnarsson,25.0,45.73411068198277,47.79913382597286,50.02648822160694,55.77736796942522,45.7215340199059,52.33638033197686,57.558743958182234,61.028847129485996,39.98187774910889,45.70604557326881,45.21025608971976,43.17785902927119,0.9983048827089144,54.1513660859777
Jeffrey de Lange,27.0,46.47038562728477,,,,47.75853994038777,,42.46837108097918,,42.02146414302675,,45.85936362767273,,52.88616891850819,,43.655193220993525,,,18.429891299631393
Marko Ilic,28.0,46.44826442658869,,,,47.608203016989734,,51.165449012354266,,49.441973167147005,,44.859307802325254,,39.796084284066254,,41.42540213806186,,,24.427620641418557
Patrik Carlgren,34.0,46.33391764109311,,,,46.185555671054495,,41.53295530882825,,41.79172607381366,,38.01797505986666,,59.043640330164784,,45.84750789838895,,,21.754252369516685
Lukas Hradecky,36.0,46.28836891008748,,,,47.00437685288772,,44.559133271337345,,43.12247994338134,,50.32302836947234,,48.37652998333915,,41.98496749662846,,,20.595490248988536
Matej Luksch,27.0,46.25257259392608,,,,42.34428568194795,,35.086509152508626,,61.817641469240215,,77.6728644840006,,36.14702364417845,,45.25295322436378,,,17.575885967309134
Elias Bördner,24.0,46.16458606417704,0.34876856,Fabian de Keijzer,25.0,48.71662541673887,50.10603685143083,42.66173857683543,47.51608865431524,34.550513273683784,40.740750040068384,44.44747257219724,45.85694801697373,55.90254492257969,62.03973063982812,44.18834982000118,46.390634748710504,0.9989927437090075,49.83702778476241
Simon Simoni,21.0,46.09985111435247,97.52267,Brent Gabriël,27.0,39.343825112443994,49.72605345178301,52.271376510907956,57.19437178251265,43.750397026726574,50.296485018336696,44.156449476957995,52.109707959126325,51.82111888366446,53.47851953621941,,44.60148909775798,0.9972185730440407,46.241522051229325
Vilem Fendrich,35.0,45.88260106358102,,,,38.777266768728296,,45.826341855062374,,46.3420471285519,,45.1944140708173,,56.98633917013857,,44.32272703115655,,,26.630151442680297
Lennart Moser,26.0,45.590518903434216,0.6465165,Fabian de Keijzer,25.0,42.89709418764525,50.10603685143083,56.57395481608369,47.51608865431524,29.237230990670366,40.740750040068384,33.139717812495576,45.85694801697373,56.03521627036893,62.03973063982812,,46.390634748710504,0.9865329321275901,45.8273654386132
Malte Brüning,21.0,45.495227166972995,45.006622,Maximilian Weisbäcker,24.0,37.860283526169134,46.842607074229676,59.50441778981276,67.39076021898605,38.30962463519899,50.77472752504936,45.497801123738796,46.82245372648347,48.85226860119669,47.71193366016076,43.391620465332664,42.344985075272,0.9941748588017338,46.80676395706331
Luca Plogmann,26.0,45.261755833966824,99.68173,Brent Gabriël,27.0,42.49628887194452,49.72605345178301,49.40483928260543,57.19437178251265,42.98529378775823,50.296485018336696,46.57174961510029,52.109707959126325,46.88847294025172,53.47851953621941,42.98475396276544,44.60148909775798,0.9992458165605622,66.86468936032216
Matus Macik,32.0,44.485069886892624,,,,47.966559308704745,,47.2024104838331,,46.231702628943395,,41.55781045318784,,36.46764058029867,,45.41110883589115,,,18.956665984100677
João Virgínia,26.0,44.24015807767767,0.32166266,Andrija Katic,24.0,45.70453371588441,45.246200331557006,38.890806464953954,51.7338110413664,72.41780796429542,57.3644801484022,31.628826929126166,49.487108187905434,31.125413911823127,42.67767530386597,,43.16268065050644,0.9698453802110579,45.26841730412879
Gauthier Gallon,32.0,44.234951954074454,,,,42.72088424415695,,45.768456396747055,,50.467141504124875,,42.736426160334055,,41.189537877788794,,43.667479685361265,,,22.433577238941712
Armin Olayo,23.0,43.59891534041969,49.82871,Matous Trmal,27.0,31.706425972759448,47.260051870133246,49.09654846173849,49.682929433036996,40.682441842082774,42.75705793864761,46.60149496453822,50.899266064812615,55.4351191981846,55.028738995062554,48.362764876819824,43.85371094262805,0.9907111626519757,48.2016626401319
Pape Sy,28.0,43.55119310791136,,,,19.24542683967892,,46.34793337135232,,42.02146414302675,,39.16386651497332,,78.94186054392935,,,,,16.333333333333332
Lennart Grill,27.0,43.32960771064485,,,,37.692612427930726,,50.52917869803172,,41.6001210357645,,50.312174851076236,,42.169771865669574,,44.21596458106154,,,26.598122707651797
Răzvan Sava,23.0,43.22131220804576,98.33452,Rihards Matrevics,26.0,45.620302596323846,46.52031088956172,42.68996398274588,45.57918437950524,37.372149750647935,44.09221039704963,44.73846105589732,47.00811887839371,43.709500203079486,48.80110760297313,43.5132004759323,43.29145478898042,0.998518426243508,68.3406141793965
Guillaume Hubert,32.0,42.01762857581522,,,,30.71198871715628,,56.49822004880614,,48.810495969122314,,40.24575810291004,,38.29118872623879,,,,,16.333333333333332
Vic Chambaere,23.0,41.690758049807144,95.08944,Hans Christian Bernat,25.0,43.17608926865419,52.040407699833295,38.17833475778108,45.34001704045558,42.239405340037536,46.115011965232675,37.176916564578015,47.65636037167391,43.0765644770807,51.025171333703526,48.66697929550197,45.56919851478268,0.9947764798406742,51.086839399354616
Etienne Green,25.0,40.58732179155077,8.487809,Fabian de Keijzer,25.0,42.45825278396661,50.10603685143083,30.956567253317825,47.51608865431524,34.69276265631687,40.740750040068384,30.607438834144972,45.85694801697373,54.469371119175975,62.03973063982812,,46.390634748710504,0.9913518600770507,45.95097231021142
Matus Chropovsky,23.0,35.564656152793766,0.22043441,Fabian de Keijzer,25.0,23.796229386352014,50.10603685143083,35.086509152508626,47.51608865431524,29.54284337378999,40.740750040068384,37.01992037622143,45.85694801697373,53.87533481347898,62.03973063982812,,46.390634748710504,0.9807797733261031,45.659230533294235
Marko Alcevski,23.0,35.38821605199068,0.06777976,Fabian de Keijzer,25.0,2.7375942812149034,50.10603685143083,44.639276706822095,47.51608865431524,30.842997134815942,40.740750040068384,37.182518068826795,45.85694801697373,73.97190524578363,62.03973063982812,,46.390634748710504,0.9072400230064089,43.42188876761047
